user_utterance,bot_response,source
that sounds like fun. where do you want to go?,i want to cruise to hawaii.,original
i want to cruise to hawaii.,"that should be a nice trip. lots of fun, and lots of food.",original
"that should be a nice trip. lots of fun, and lots of food.",i have no idea how much it will cost.,original
i have no idea how much it will cost.,i think it depends on the season and on your cabin.,original
i think it depends on the season and on your cabin.,"well, of course i want to go when the weather is nice.",original
"well, of course i want to go when the weather is nice.","yes, you don't want to travel in winter storms.",original
"yes, you don't want to travel in winter storms.",and i want to get a big cabin with a view.,original
and i want to get a big cabin with a view.,are you going to travel alone?,original
are you going to travel alone?,"no, my sister and i will travel together.",original
"no, my sister and i will travel together.","well, you should go online and try to find a good deal.",original
i hate to fly.,because of all the security?,original
because of all the security?,"no, because it hurts my ears.",original
"no, because it hurts my ears.",what do you mean?,original
what do you mean?,"every time we land or take off, my ears hurt so much.",original
"every time we land or take off, my ears hurt so much.","that's just the altitude change, i think.",original
"that's just the altitude change, i think.","whatever it is, it hurts.",original
"whatever it is, it hurts.",can't you take medicine or something for it?,original
can't you take medicine or something for it?,"i've tried everything, but nothing works.",original
"i've tried everything, but nothing works.",have you tried earplugs?,original
have you tried earplugs?,"they don't work, either.",original
"they don't work, either.","well, be glad you're not a pilot.",original
spring break starts tomorrow.,are you going to go anywhere?,original
are you going to go anywhere?,i was thinking of driving to arizona.,original
i was thinking of driving to arizona.,to the grand canyon?,original
to the grand canyon?,yes. i've never been there.,original
yes. i've never been there.,i was there when i was a kid.,original
i was there when i was a kid.,how did you like it?,original
how did you like it?,i loved it. i still remember how amazing it was.,original
i loved it. i still remember how amazing it was.,"i'm sure i'll like it, too.",original
"i'm sure i'll like it, too.",you should try riding a mule on a trail to the bottom.,original
you should try riding a mule on a trail to the bottom.,no way! i don't want to fall to my death.,original
no way! i don't want to fall to my death.,don't worry. only one person has ever fallen off a mule.,original
that hotel was terrible.,the worst in the whole world.,original
the worst in the whole world.,the walls were so thin.,original
the walls were so thin.,all day long we heard tvs or telephones.,original
all day long we heard tvs or telephones.,all night long we heard people snoring.,original
all night long we heard people snoring.,housekeeping didn't give us fresh towels.,original
housekeeping didn't give us fresh towels.,room service brought us a cold dinner.,original
room service brought us a cold dinner.,our nonsmoking room stunk of cigarette smoke.,original
our nonsmoking room stunk of cigarette smoke.,our room was right next to the elevator and the ice machine.,original
our room was right next to the elevator and the ice machine.,they added phony charges to our bill.,original
they added phony charges to our bill.,how did we end up in that terrible hotel?,original
how did we end up in that terrible hotel?,the travel agent gave us a 50-percent discount!,original
i have to hang up. i'm so sleepy.,it's not even 10 o'clock.,original
it's not even 10 o'clock.,i'm falling asleep on the phone.,original
i'm falling asleep on the phone.,you got up real early.,original
you got up real early.,i had to take my friend to the airport.,original
i had to take my friend to the airport.,why didn't you take a nap when you got home?,original
why didn't you take a nap when you got home?,i didn't get home until 30 minutes ago.,original
i didn't get home until 30 minutes ago.,why is that?,original
why is that?,there was a bomb threat at the airport.,original
there was a bomb threat at the airport.,only a threat?,original
only a threat?,"yes, but i was stuck there all day while they looked for the bomb.",original
"yes, but i was stuck there all day while they looked for the bomb.",someday the bomb is going to be for real.,original
"my dad went to washington, d.c.",why did he do that?,original
why did he do that?,"he was invited, along with about 90 other veterans.",original
"he was invited, along with about 90 other veterans.",who invited them?,original
who invited them?,some private organization.,original
some private organization.,why did they invite him?,original
why did they invite him?,to thank him and all the other soldiers who served in world war ii.,original
to thank him and all the other soldiers who served in world war ii.,that's very nice.,original
that's very nice.,my dad got to see the beautiful new world war ii monument.,original
my dad got to see the beautiful new world war ii monument.,that trip must have cost a lot of money.,original
that trip must have cost a lot of money.,he said all the money came from private donations.,original
"that was a great trip to washington, d.c.","tell me about it, dad.",original
"tell me about it, dad.",about 90 of us world war ii veterans got on the plane at 8 a.m.,original
about 90 of us world war ii veterans got on the plane at 8 a.m.,how long was the flight?,original
how long was the flight?,it only took about two hours.,original
it only took about two hours.,did you take pictures at the world war ii monument?,original
did you take pictures at the world war ii monument?,"oh, yes. we all took lots of pictures.",original
"oh, yes. we all took lots of pictures.",then you flew back home that evening?,original
then you flew back home that evening?,"yes. when we landed, tv reporters and the army band were there.",original
"yes. when we landed, tv reporters and the army band were there.",that must have made you feel really special.,original
that must have made you feel really special.,"oh, it did. there were about 300 people there to honor us.",original
"oh, it did. there were about 300 people there to honor us.","well, you all deserve it. you helped save our country.",original
i need a job.,i thought you had a job.,original
i thought you had a job.,i did.,original
i did.,what happened?,original
what happened?,i got laid off.,original
i got laid off.,that's terrible! when did it happen?,original
that's terrible! when did it happen?,i got laid off last week.,original
i got laid off last week.,just you?,original
just you?,"no, ten of my coworkers got laid off, too.",original
"no, ten of my coworkers got laid off, too.",what are you going to do?,original
what are you going to do?,i'm looking in the newspaper for a job.,original
i'm looking in the newspaper for a job.,good luck!,original
"before you go to that interview, check yourself.",what's to check?,original
what's to check?,are your nails clean?,original
are your nails clean?,"yes, they are.",original
"yes, they are.",did you double-check your nose and teeth?,original
did you double-check your nose and teeth?,"they are clean, too.",original
"they are clean, too.",did you shine your shoes?,original
did you shine your shoes?,my shoes are shined.,original
my shoes are shined.,do your socks match?,original
do your socks match?,of course they match.,original
of course they match.,"no, they don't. one is black and one is dark blue.",original
"no, they don't. one is black and one is dark blue.",yikes! thank you.,original
life is hard.,it sure is.,original
it sure is.,i thought school was hard.,original
i thought school was hard.,"me, too. i couldn't wait to graduate.",original
"me, too. i couldn't wait to graduate.","but now work is hard, too.",original
"but now work is hard, too.",i agree. work is just as hard as school.,original
i agree. work is just as hard as school.,sometimes i wish i was back in school.,original
sometimes i wish i was back in school.,"me, too. school was fun.",original
"me, too. school was fun.",and it was only 12 years.,original
and it was only 12 years.,it went by pretty fast.,original
it went by pretty fast.,but work goes on forever!,original
but work goes on forever!,we have to work for 30 years!,original
i'm sleepy.,so am i.,original
so am i.,i had a long day.,original
i had a long day.,so did i.,original
so did i.,i didn't even have lunch.,original
i didn't even have lunch.,neither did i.,original
neither did i.,i was busy the whole day.,original
i was busy the whole day.,so was i.,original
so was i.,i had to bring work home with me.,original
i had to bring work home with me.,i did too.,original
i did too.,your day was just like mine.,original
your day was just like mine.,of course it was. we work together!,original
i don't like my job.,what do you do?,original
what do you do?,i'm a babysitter.,original
i'm a babysitter.,is that a lot of work?,original
is that a lot of work?,babies cry all the time.,original
babies cry all the time.,you have to change their diapers.,original
you have to change their diapers.,i have to feed them.,original
i have to feed them.,are you looking for another job?,original
are you looking for another job?,"no, i'm looking for another family.",original
"no, i'm looking for another family.",another family?,original
another family?,a family with only one baby.,original
a family with only one baby.,that's a good idea.,original
i need a job.,what was your last job?,original
what was your last job?,i was a painter.,original
i was a painter.,what happened?,original
what happened?,i got laid off because there was no work.,original
i got laid off because there was no work.,what else can you do?,original
what else can you do?,i'm a handyman.,original
i'm a handyman.,can you fix a dripping faucet in a kitchen sink?,original
can you fix a dripping faucet in a kitchen sink?,of course.,original
of course.,then i have a job for you in my kitchen.,original
then i have a job for you in my kitchen.,it will cost you only $20 plus parts.,original
it will cost you only $20 plus parts.,okay. that sounds like a fair price.,original
what would you do if you lost your job?,i have no idea. i've been here for 20 years.,original
i have no idea. i've been here for 20 years.,do you have any other skills?,original
do you have any other skills?,"well, i know how to flip hamburgers.",original
"well, i know how to flip hamburgers.",no one would hire you to flip hamburgers.,original
no one would hire you to flip hamburgers.,have you heard something that you're not telling me?,original
have you heard something that you're not telling me?,what do you mean?,original
what do you mean?,are there going to be layoffs at this place?,original
are there going to be layoffs at this place?,i certainly hope not!,original
i certainly hope not!,"if you got laid off, you'd be flipping hamburgers, too.",original
"if you got laid off, you'd be flipping hamburgers, too.","oh great, we could both work at burger king.",original
"oh great, we could both work at burger king.","maybe we'd get laid off there, too.",original
do your students ever talk about their jobs?,"yes, and they ask me what jobs are the best.",original
"yes, and they ask me what jobs are the best.",i tell my students to become a teacher.,original
i tell my students to become a teacher.,teaching is a great job.,original
teaching is a great job.,it's the best job i've ever had.,original
it's the best job i've ever had.,what makes it so good?,original
what makes it so good?,"for me, it's the students.",original
"for me, it's the students.",what do you mean?,original
what do you mean?,i mean i have wonderful students.,original
i mean i have wonderful students.,that must be nice.,original
that must be nice.,teaching is the best part of my whole day.,original
teaching is the best part of my whole day.,you're a lucky man to have a job you love.,original
"boy, i'm glad that job is finished.",how long did it take?,original
how long did it take?,"four hours, without a break.",original
"four hours, without a break.",it's always nice to finish a job.,original
it's always nice to finish a job.,"well, it's good and bad.",original
"well, it's good and bad.",what's bad about it?,original
what's bad about it?,"when you finish, all you do is start another job!",original
"when you finish, all you do is start another job!","yes, that's right. it does get boring.",original
"yes, that's right. it does get boring.","especially if it's the same work, over and over.",original
"especially if it's the same work, over and over.",but that's what most people do.,original
but that's what most people do.,"yes, i guess most of us are stuck in a routine.",original
"yes, i guess most of us are stuck in a routine.",i wonder if there is any job that you don't repeat over and over.,original
i think i have the worst boss in the world.,what makes him so bad?,original
what makes him so bad?,he's rude and he yells a lot.,original
he's rude and he yells a lot.,that's hard to take.,original
that's hard to take.,i've never heard him say please or thank you.,original
i've never heard him say please or thank you.,he sounds like a real jerk.,original
he sounds like a real jerk.,no one at work likes him.,original
no one at work likes him.,can't you report him to his supervisor?,original
can't you report him to his supervisor?,"of course not. if i do that, i'll lose my job.",original
"of course not. if i do that, i'll lose my job.","yes, they don't like troublemakers or complainers.",original
"yes, they don't like troublemakers or complainers.","i can't quit, because i'm making a good salary.",original
"i can't quit, because i'm making a good salary.",you shouldn't choose money over happiness.,original
what are we going to do?,about what?,original
about what?,about finding a job for me.,original
about finding a job for me.,you don't need a job. i make enough money for both of us.,original
you don't need a job. i make enough money for both of us.,that doesn't matter. i don't want to sit around.,original
that doesn't matter. i don't want to sit around.,"okay, what kind of job do you want?",original
"okay, what kind of job do you want?",i'm not sure.,original
i'm not sure.,"well, you should do something that you enjoy.",original
"well, you should do something that you enjoy.",i enjoy selling. i was born to sell.,original
i enjoy selling. i was born to sell.,"okay, what do you want to sell?",original
"okay, what do you want to sell?",cigarette lighters. i'll make a fortune.,original
cigarette lighters. i'll make a fortune.,but you hate cigarettes and you hate smoking!,original
a new hotel is looking for workers.,"yes, i saw it on the tv news.",original
"yes, i saw it on the tv news.",they need 300 new workers.,original
they need 300 new workers.,"and 4,000 people showed up.",original
"and 4,000 people showed up.",so many people are out of work.,original
so many people are out of work.,"i still have my job, thank goodness.",original
"i still have my job, thank goodness.","so do i, but i'm worried.",original
"so do i, but i'm worried.",me too. there are no guarantees.,original
me too. there are no guarantees.,"if you lose your job, you can move in with me.",original
"if you lose your job, you can move in with me.","oh, thank you. that's very nice of you.",original
"oh, thank you. that's very nice of you.",you would do the same for me.,original
you would do the same for me.,of course. what are friends for?,original
i think i did something real stupid.,what did you do?,original
what did you do?,i bought some stock.,original
i bought some stock.,everybody buys stock.,original
everybody buys stock.,i bought it on a hunch.,original
i bought it on a hunch.,you didn't read about the company first?,original
you didn't read about the company first?,i didn't have to. it's been in business for 60 years.,original
i didn't have to. it's been in business for 60 years.,so what's the problem?,original
so what's the problem?,i used all my savings on this one company.,original
i used all my savings on this one company.,you put all your eggs into one basket.,original
you put all your eggs into one basket.,"if the company goes out of business, i'll have nothing.",original
"if the company goes out of business, i'll have nothing.","oh, you'll have somethingyou'll have a lesson you'll never forget!",original
i was going to be a doctor.,what happened to your plans?,original
what happened to your plans?,i got a d in college chemistry.,original
i got a d in college chemistry.,"well, a d is better than an f.",original
"well, a d is better than an f.",a tutor helped me get the d!,original
a tutor helped me get the d!,"so, you didn't become a doctor.",original
"so, you didn't become a doctor.",and now i'm glad that i didn't.,original
and now i'm glad that i didn't.,why's that?,original
why's that?,a hospital is the most dangerous place in the world.,original
a hospital is the most dangerous place in the world.,"oh, yes, because of all the killer germs.",original
"oh, yes, because of all the killer germs.","if you're a smart doctor, you stay away from hospitals.",original
"if you're a smart doctor, you stay away from hospitals.","yes, the smart doctors are those tv news doctorsno hospitals, no patients.",original
i want to be a mail carrier when i grow up.,why?,original
why?,because you get to meet a lot of people.,original
because you get to meet a lot of people.,you sure do.,original
you sure do.,and you get a lot of exercise every day.,original
and you get a lot of exercise every day.,that's the truth.,original
that's the truth.,and you get to play with a lot of dogs.,original
and you get to play with a lot of dogs.,"well, you're supposed to be working.",original
"well, you're supposed to be working.","yes, but i will always pet the friendly dogs.",original
"yes, but i will always pet the friendly dogs.",what about the unfriendly dogs?,original
what about the unfriendly dogs?,"i think if you are friendly to dogs, they are friendly to you.",original
"i think if you are friendly to dogs, they are friendly to you.",dogs are like peoplenot all of them are friendly.,original
i want to move to new york.,to the state or the city?,original
to the state or the city?,"to the city, of course.",original
"to the city, of course.",why do you want to move there?,original
why do you want to move there?,because i want to make a lot of money.,original
because i want to make a lot of money.,there are a lot of poor people in new york.,original
there are a lot of poor people in new york.,there sure areat least a million.,original
there sure areat least a million.,so how do you plan to become rich?,original
so how do you plan to become rich?,i will knock on the doors of all the corporations.,original
i will knock on the doors of all the corporations.,that won't make you rich. nobody will talk to you.,original
that won't make you rich. nobody will talk to you.,i will keep knocking on doors.,original
i will keep knocking on doors.,all you will get is sore knuckles.,original
i love salads.,me too.,original
me too.,i usually eat a simple salad.,original
i usually eat a simple salad.,what do you put in it?,original
what do you put in it?,"just lettuce, tomato, and celery.",original
"just lettuce, tomato, and celery.",that's it?,original
that's it?,i add some pepper and salt.,original
i add some pepper and salt.,i always put cheese in my salads.,original
i always put cheese in my salads.,"yes, cheese is nice.",original
"yes, cheese is nice.",what kind of dressing do you use?,original
what kind of dressing do you use?,i pour lots of french dressing on top.,original
i pour lots of french dressing on top.,me too. french dressing is so delicious! who cares about calories?,original
i love cheese.,me too.,original
me too.,where does cheese come from?,original
where does cheese come from?,it comes from cows.,original
it comes from cows.,"so we get cheese from cows, and we get milk, too?",original
"so we get cheese from cows, and we get milk, too?","yes, we do.",original
"yes, we do.",what else do we get from cows?,original
what else do we get from cows?,we get hamburgers and steak.,original
we get hamburgers and steak.,"oh, that's so delicious.",original
"oh, that's so delicious.",we also get leather.,original
we also get leather.,"we get a lot of things from cows, don't we?",original
"we get a lot of things from cows, don't we?",yes. a cow is man's best friend.,original
i used to work in a deli.,how did you like it?,original
how did you like it?,i loved it!,original
i loved it!,did you get free food?,original
did you get free food?,i ate free cheese and meat every day.,original
i ate free cheese and meat every day.,that sounds like a great job.,original
that sounds like a great job.,"whatever a customer ordered, i sliced off a little more for me.",original
"whatever a customer ordered, i sliced off a little more for me.",did you get fat?,original
did you get fat?,"no, but i did put on a few pounds.",original
"no, but i did put on a few pounds.",that sounds like a dream job.,original
that sounds like a dream job.,"it was, until one day my manager caught me.",original
"it was, until one day my manager caught me.","no more free cheese for you, huh?",original
i'm on a new diet.,what are you eating now?,original
what are you eating now?,i switched from pasta to potatoes.,original
i switched from pasta to potatoes.,why did you do that?,original
why did you do that?,pasta is processed food. potatoes are natural food.,original
pasta is processed food. potatoes are natural food.,natural food has more vitamins.,original
natural food has more vitamins.,and it's just as easy to prepare.,original
and it's just as easy to prepare.,how do you prepare the potatoes?,original
how do you prepare the potatoes?,"i wash them, and then steam them for 15 minutes.",original
"i wash them, and then steam them for 15 minutes.",that's pretty simple.,original
that's pretty simple.,"then i add butter, salt, and pepper.",original
"then i add butter, salt, and pepper.",can i have all those cans of tomato sauce you bought for your pasta?,original
my girlfriend's mom got mad at me at the dinner table.,why was that?,original
why was that?,i sprinkled salt and pepper on the food before i tasted it.,original
i sprinkled salt and pepper on the food before i tasted it.,what's the matter with that?,original
what's the matter with that?,her mom is a great cook.,original
her mom is a great cook.,"so, a little salt and pepper never hurt anything.",original
"so, a little salt and pepper never hurt anything.",it hurt her feelings.,original
it hurt her feelings.,oh.,original
oh.,"i apologized to her, but i could tell she was still upset.",original
"i apologized to her, but i could tell she was still upset.",maybe you shouldn't eat there again.,original
maybe you shouldn't eat there again.,i'm sure everything will be okay in a day or two.,original
i'm sure everything will be okay in a day or two.,it's your girlfriend's fault. she should have warned you.,original
i eat the same thing every day.,you're kidding.,original
you're kidding.,"no, i'm serious.",original
"no, i'm serious.",doesn't that get old?,original
doesn't that get old?,"no, because i'm eating food that i like.",original
"no, because i'm eating food that i like.",but the same thing day after day gets old.,original
but the same thing day after day gets old.,"well, i guess if it ever does get old, i'll change to something different.",original
"well, i guess if it ever does get old, i'll change to something different.",do you eat fruits and vegetables every day?,original
do you eat fruits and vegetables every day?,"no, i hate vegetables.",original
"no, i hate vegetables.",but you eat fruits.,original
but you eat fruits.,"i eat two apples, one banana, and one orange every day.",original
"i eat two apples, one banana, and one orange every day.","well, there's nothing wrong with that.",original
there's something wrong with my orange.,what's wrong?,original
what's wrong?,it's not orange!,original
it's not orange!,your orange isn't orange?,original
your orange isn't orange?,"no, it's dark pink!",original
"no, it's dark pink!",are you sure? i never heard of such a thing.,original
are you sure? i never heard of such a thing.,"i just peeled it, and i'm looking at it right now.",original
"i just peeled it, and i'm looking at it right now.","let me see. yes, you're right. your orange is pink.",original
"let me see. yes, you're right. your orange is pink.",who ever heard of such a thing?,original
who ever heard of such a thing?,"oh, look. here's the little sticker that was on it. it's called a pink navel.",original
"oh, look. here's the little sticker that was on it. it's called a pink navel.",what is this world coming to?,original
what is this world coming to?,who knows? maybe soon we'll have pink bananas.,original
i love peanuts.,"me, too. i love them roasted and salted.",original
"me, too. i love them roasted and salted.",i love boiled peanuts.,original
i love boiled peanuts.,boiled? i never heard of that.,original
boiled? i never heard of that.,just boil raw peanuts in salt water until the shells are soft.,original
just boil raw peanuts in salt water until the shells are soft.,i'll have to try them sometime.,original
i'll have to try them sometime.,they're best when they're hot.,original
they're best when they're hot.,my brother is allergic to peanuts.,original
my brother is allergic to peanuts.,that's not good.,original
that's not good.,"no, it isn't. he almost died when he was little.",original
"no, it isn't. he almost died when he was little.",i guess he has to be very careful about what he eats.,original
i guess he has to be very careful about what he eats.,he has a very strict diet.,original
i'm gaining weight.,how much have you gained?,original
how much have you gained?,three pounds just this month.,original
three pounds just this month.,do you know why?,original
do you know why?,i think it's the ice cream.,original
i think it's the ice cream.,you started eating ice cream?,original
you started eating ice cream?,it was on sale.,original
it was on sale.,how much did you buy?,original
how much did you buy?,i filled up my freezer with ice cream.,original
i filled up my freezer with ice cream.,"well, it won't last forever.",original
"well, it won't last forever.","no, i figure i'll finish it all by next week.",original
"no, i figure i'll finish it all by next week.","then you can start losing weight, if there isn't another sale.",original
i'm stuffed.,of course you are. you ate everything on the table.,original
of course you are. you ate everything on the table.,i don't like to eat leftovers.,original
i don't like to eat leftovers.,i'm glad to hear there's something you don't like to eat.,original
i'm glad to hear there's something you don't like to eat.,i like my food hot and fresh.,original
i like my food hot and fresh.,you like to see it disappear.,original
you like to see it disappear.,i don't like it reheated.,original
i don't like it reheated.,"well, you'll have hot fresh food tomorrow night.",original
"well, you'll have hot fresh food tomorrow night.",i'm so full i'm going to burst.,original
i'm so full i'm going to burst.,you should loosen your belt.,original
you should loosen your belt.,i already loosened my belt and unbuttoned my pants.,original
i already loosened my belt and unbuttoned my pants.,"well, don't stand up, please.",original
i saw what you did.,i didn't do anything.,original
i didn't do anything.,"oh yes, you did.",original
"oh yes, you did.",what are you talking about?,original
what are you talking about?,you know what i'm talking about.,original
you know what i'm talking about.,i don't have any idea.,original
i don't have any idea.,you know what you did.,original
you know what you did.,"maybe i know, but how could you know?",original
"maybe i know, but how could you know?",because i was watching you.,original
because i was watching you.,"okay, i'm sorry i did it.",original
"okay, i'm sorry i did it.",don't drink milk out of the carton. use a glass!,original
don't drink milk out of the carton. use a glass!,i promise i'll never drink out of the carton again.,original
i like that shirt.,so do i.,original
so do i.,how much is it?,original
how much is it?,i don't know. the tag is missing.,original
i don't know. the tag is missing.,ask the clerk.,original
ask the clerk.,i will.,original
i will.,"oh, look. here's another shirt just like it.",original
"oh, look. here's another shirt just like it.",does it have a price tag?,original
does it have a price tag?,"yes, it does. it's only $20.",original
"yes, it does. it's only $20.",that's a great price.,original
that's a great price.,i think i'll buy both of them.,original
i think i'll buy both of them.,you'd better try them on first.,original
i bought you a pair of pants.,thank you.,original
thank you.,i hope they fit.,original
i hope they fit.,i hope you kept the receipt.,original
i hope you kept the receipt.,you think they won't fit?,original
you think they won't fit?,i think i've put on some weight.,original
i think i've put on some weight.,you think?,original
you think?,maybe a pound or two.,original
maybe a pound or two.,maybe four or five pounds?,original
maybe four or five pounds?,my waist is bigger than it was.,original
my waist is bigger than it was.,no problem. these pants have an elastic waistband.,original
no problem. these pants have an elastic waistband.,you are so smart!,original
what do we need to buy?,let me look at our list.,original
let me look at our list.,i know that we need milk.,original
i know that we need milk.,nonfat.,original
nonfat.,of course. what else?,original
of course. what else?,"we need cheese, bread, and ham.",original
"we need cheese, bread, and ham.",what kind of cheese?,original
what kind of cheese?,swiss.,original
swiss.,"of course, the cheese with holes in it.",original
"of course, the cheese with holes in it.",i never used to buy swiss cheese.,original
i never used to buy swiss cheese.,why not?,original
why not?,i didn't want to pay for the holes.,original
i need some pants.,i thought you just bought a pair.,original
i thought you just bought a pair.,i did.,original
i did.,what's wrong with them so soon?,original
what's wrong with them so soon?,"the pants are fine, but the pocket has a huge hole in it.",original
"the pants are fine, but the pocket has a huge hole in it.",you shouldn't carry your keys and pens in your pocket.,original
you shouldn't carry your keys and pens in your pocket.,but that's what pockets are for.,original
but that's what pockets are for.,you should carry them in a purse.,original
you should carry them in a purse.,"i'm a man, and men don't carry purses!",original
"i'm a man, and men don't carry purses!","well, you should buy pants with stronger pockets.",original
"well, you should buy pants with stronger pockets.",i would if i could find someone who makes strong pockets.,original
i would if i could find someone who makes strong pockets.,try a google search online.,original
what are those wipes for?,you use them to wipe the handle of the shopping cart.,original
you use them to wipe the handle of the shopping cart.,that's a great idea.,original
that's a great idea.,"yes, all the markets just started offering wipes to shoppers.",original
"yes, all the markets just started offering wipes to shoppers.",i'm going to take five wipes.,original
i'm going to take five wipes.,what do you need five of them for?,original
what do you need five of them for?,"one to wipe the handle, and the others to wipe the produce.",original
"one to wipe the handle, and the others to wipe the produce.",what's the matter with the produce?,original
what's the matter with the produce?,do you think the bananas fell from the sky?,original
do you think the bananas fell from the sky?,what do you mean?,original
what do you mean?,"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.",original
"i mean, someone used their dirty hands to pick the bananas, the apples, and the oranges.","well, you better save a wipe for the dirty dollar bills you're going to pay with.",original
did you go to the 99 cents store?,"yes, i did.",original
"yes, i did.",what did you buy?,original
what did you buy?,"well, i got a lot of good deals, as usual.",original
"well, i got a lot of good deals, as usual.",like what?,original
like what?,"well, a dozen large eggs were only 99 cents.",original
"well, a dozen large eggs were only 99 cents.",that's a good deal.,original
that's a good deal.,and a one-pound tub of soft butter was the same price.,original
and a one-pound tub of soft butter was the same price.,another good deal.,original
another good deal.,but the best deal was five pounds of potatoes for 99 cents.,original
but the best deal was five pounds of potatoes for 99 cents.,i don't know how that store makes money.,original
i don't know how that store makes money.,"neither do i, but they're doing something right.",original
i need a new computer.,what's the matter with yours?,original
what's the matter with yours?,it's six years old.,original
it's six years old.,that's pretty old.,original
that's pretty old.,"it still works, but i'm going to give it to a charity.",original
"it still works, but i'm going to give it to a charity.",are you going to buy a desktop or laptop?,original
are you going to buy a desktop or laptop?,"oh, a laptop, of course.",original
"oh, a laptop, of course.",a pc or a mac?,original
a pc or a mac?,i haven't decided yet.,original
i haven't decided yet.,more and more people are using macs.,original
more and more people are using macs.,but 90 percent of the world uses pcs.,original
but 90 percent of the world uses pcs.,and that's not going to change anytime soon.,original
i got ripped off.,what happened?,original
what happened?,"i had a car problem, so i went online.",original
"i had a car problem, so i went online.",did you find a solution?,original
did you find a solution?,"yes, i did. a site i went to said they would send me the solution.",original
"yes, i did. a site i went to said they would send me the solution.","so, what's the problem?",original
"so, what's the problem?","i sent them $20 using my credit card, but they never sent me the solution.",original
"i sent them $20 using my credit card, but they never sent me the solution.",what are you going to do?,original
what are you going to do?,i sent them an email asking for my money back.,original
i sent them an email asking for my money back.,have you heard from them?,original
have you heard from them?,not yet. it's been a week.,original
not yet. it's been a week.,"well, i guess that's a $20 lesson for you.",original
where's the pencil sharpener?,which one?,original
which one?,any one. i need to sharpen this pencil.,original
any one. i need to sharpen this pencil.,i think there's one on the dining room table.,original
i think there's one on the dining room table.,i already looked there.,original
i already looked there.,did you look in the desk drawer?,original
did you look in the desk drawer?,"yes, i looked there, too.",original
"yes, i looked there, too.",don't we have about five sharpeners?,original
don't we have about five sharpeners?,"yes, but they seem to have legs.",original
"yes, but they seem to have legs.",tomorrow i'm going to buy an electric sharpener.,original
tomorrow i'm going to buy an electric sharpener.,get one with the rubber suction cups on the bottom.,original
get one with the rubber suction cups on the bottom.,yes. that way it will stay where i put it.,original
i'm trying to stretch my dollars.,how are you doing that?,original
how are you doing that?,i started shopping at the dollar store.,original
i started shopping at the dollar store.,that saves a lot of money.,original
that saves a lot of money.,i bought three pounds of potatoes for a dollar.,original
i bought three pounds of potatoes for a dollar.,that's a good deal.,original
that's a good deal.,"yes, even though some of the potatoes had eyes.",original
"yes, even though some of the potatoes had eyes.",just put them in the fridge.,original
just put them in the fridge.,"also, i bought a can of cheap coffee and a bag of good coffee.",original
"also, i bought a can of cheap coffee and a bag of good coffee.",why did you do that?,original
why did you do that?,i mixed them together.,original
i mixed them together.,"if the coffee still tastes okay, that's a good idea.",original
i really like this house.,can we afford it?,original
can we afford it?,they want 20 percent down.,original
they want 20 percent down.,that's a lot of money.,original
that's a lot of money.,but the house is so nice.,original
but the house is so nice.,it's in a great neighborhood.,original
it's in a great neighborhood.,it's close to the beach.,original
it's close to the beach.,it's close to the freeways.,original
it's close to the freeways.,it's got a big yard.,original
it's got a big yard.,"the kids love the house, too.",original
"the kids love the house, too.","if we don't buy it, someone else will.",original
"if we don't buy it, someone else will.",you're right. let's buy it now. we can worry later.,original
we can't afford this house.,are you sure?,original
are you sure?,"we will be house rich, but cash poor.",original
"we will be house rich, but cash poor.",what do you mean?,original
what do you mean?,our monthly payments will be too high.,original
our monthly payments will be too high.,we won't have any money for other things?,original
we won't have any money for other things?,"no, we won't have money for gas or food.",original
"no, we won't have money for gas or food.",we'll be eating peanut butter sandwiches?,original
we'll be eating peanut butter sandwiches?,without the peanut butter!,original
without the peanut butter!,that's no good!,original
that's no good!,we have to find a cheaper house.,original
we have to find a cheaper house.,of course. we can't live without gas or peanut butter.,original
that is a beautiful house.,i don't like it.,original
i don't like it.,what's the matter with it?,original
what's the matter with it?,it's on the corner.,original
it's on the corner.,so?,original
so?,that means it gets twice as much traffic.,original
that means it gets twice as much traffic.,you're right.,original
you're right.,"when you're inside, you will always hear cars stopping and stopping at the intersection.",original
"when you're inside, you will always hear cars stopping and stopping at the intersection.",or you'll hear the collision if someone doesn't stop.,original
or you'll hear the collision if someone doesn't stop.,or you'll see the collision if they crash into the house.,original
or you'll see the collision if they crash into the house.,let's find a house that's at the end of a dead end.,original
let's find a house that's at the end of a dead end.,"that's perfect. the less traffic, the better.",original
i hate looking for an apartment.,"me, too.",original
"me, too.",we have a 2 o'clock appointment to see the one on main street.,original
we have a 2 o'clock appointment to see the one on main street.,we'd better get ready to go.,original
we'd better get ready to go.,it's an upstairs unit.,original
it's an upstairs unit.,"that's good, because i don't want to live under people with loud feet.",original
"that's good, because i don't want to live under people with loud feet.",and it's a corner unit.,original
and it's a corner unit.,that's great. we won't have neighbors on both sides of us.,original
that's great. we won't have neighbors on both sides of us.,no pets are allowed.,original
no pets are allowed.,perfect. we don't have to listen to barking dogs.,original
perfect. we don't have to listen to barking dogs.,and there are only six units in the whole building.,original
and there are only six units in the whole building.,where's the checkbook? i'm ready to rent it without even seeing it.,original
did you call the manager?,yes. he said he'd come over tomorrow.,original
yes. he said he'd come over tomorrow.,did he say what time?,original
